Date,1. Open,2. High,3. Low,4. Close,5. Volume
02/03/2020,282.28,301.44,277.72,298.81,85349339
03/03/2020,303.67,304,285.8,289.32,79868852
04/03/2020,296.44,303.4,293.13,302.74,54794568
05/03/2020,295.52,299.55,291.41,292.92,46893219
06/03/2020,282,290.82,281.23,289.03,56544246
09/03/2020,263.75,278.09,263,266.17,71686208
10/03/2020,277.14,286.44,269.37,285.34,71322520
11/03/2020,277.39,281.22,271.86,275.43,64094970
12/03/2020,255.94,270,248,248.23,104618517
13/03/2020,264.89,279.92,252.95,277.97,92683032
16/03/2020,241.95,259.08,240,242.21,80605865
17/03/2020,247.51,257.61,238.4,252.86,81013965
18/03/2020,239.77,250,237.12,246.67,75058406
19/03/2020,247.39,252.84,242.61,244.78,67964255
20/03/2020,247.18,251.83,228,229.24,100423346
23/03/2020,228.08,228.5,212.61,224.37,84188208
24/03/2020,236.36,247.69,234.3,246.88,71882773
25/03/2020,250.75,258.25,244.3,245.52,75900510
26/03/2020,246.52,258.68,246.36,258.44,63140169
27/03/2020,252.75,255.87,247.05,247.74,51054153
30/03/2020,250.74,255.52,249.4,254.81,41994110
31/03/2020,255.6,262.49,252,254.29,49250501
01/04/2020,246.5,248.72,239.13,240.91,44054638
02/04/2020,240.34,245.15,236.9,244.93,41483493
03/04/2020,242.8,245.7,238.97,241.41,32470017
06/04/2020,250.9,263.11,249.38,262.47,50455071
07/04/2020,270.8,271.7,259,259.43,50721831
08/04/2020,262.74,267.37,261.23,266.07,42223821
09/04/2020,268.7,270.07,264.7,267.99,40529123
13/04/2020,268.31,273.7,265.83,273.25,32755731
14/04/2020,280,288.25,278.05,287.05,48748672
15/04/2020,282.4,286.33,280.63,284.43,32788641
16/04/2020,287.38,288.2,282.35,286.69,39281290
17/04/2020,284.69,286.95,276.86,282.8,53812478
20/04/2020,277.95,281.68,276.85,276.93,32503750
21/04/2020,276.28,277.25,265.43,268.37,45247893
22/04/2020,273.61,277.9,272.2,276.1,29264342
23/04/2020,275.87,281.75,274.87,275.03,31203582
24/04/2020,277.2,283.01,277,282.97,31627183
27/04/2020,281.8,284.54,279.95,283.17,29271893
28/04/2020,285.08,285.83,278.2,278.58,28001187
29/04/2020,284.73,289.67,283.89,287.73,34320204
30/04/2020,289.96,294.53,288.35,293.8,45765968
01/05/2020,286.25,299,285.85,289.07,60154175
04/05/2020,289.17,293.69,286.32,293.16,33391986
05/05/2020,295.06,301,294.46,297.56,36937795
06/05/2020,300.46,303.24,298.87,300.63,35583438
07/05/2020,303.22,305.17,301.97,303.74,28803764
08/05/2020,305.64,310.35,304.29,310.13,33511985
11/05/2020,308.1,317.05,307.24,315.01,36486561
12/05/2020,317.83,319.69,310.91,311.41,40575263
13/05/2020,312.15,315.95,303.21,307.65,50155639
14/05/2020,304.51,309.79,301.53,309.54,39732269
15/05/2020,300.35,307.9,300.21,307.71,41587094
18/05/2020,313.17,316.5,310.32,314.96,33843125
19/05/2020,315.03,318.52,313.01,313.14,25432385
20/05/2020,316.68,319.52,316.52,319.23,27876215
21/05/2020,318.66,320.89,315.87,316.85,25672211
22/05/2020,315.77,319.23,315.35,318.89,20450754
26/05/2020,323.5,324.24,316.5,316.73,31380454
27/05/2020,316.14,318.71,313.09,318.11,28236274
28/05/2020,316.77,323.44,315.63,318.25,33449103
29/05/2020,319.25,321.15,316.47,317.94,38399532
01/06/2020,317.75,322.35,317.21,321.85,20254653
02/06/2020,320.75,323.44,318.93,323.34,21910704
03/06/2020,324.66,326.2,322.3,325.12,26122804
04/06/2020,324.39,325.62,320.78,322.32,21890091
05/06/2020,323.35,331.75,323.23,331.5,34312550
08/06/2020,330.25,333.6,327.32,333.46,23913634
09/06/2020,332.14,345.61,332.01,343.99,36928091
10/06/2020,347.9,354.77,346.09,352.84,41662938
11/06/2020,349.31,351.06,335.48,335.9,50415613
12/06/2020,344.72,347.8,334.22,338.8,50036513
15/06/2020,333.25,345.68,332.58,342.99,34702230
16/06/2020,351.46,353.2,344.72,352.08,41357182
17/06/2020,355.15,355.4,351.09,351.59,28601626
18/06/2020,351.41,353.45,349.22,351.73,24205096
19/06/2020,354.64,356.56,345.15,349.72,66118952
22/06/2020,351.34,359.46,351.15,358.87,33861316
23/06/2020,364,372.38,362.27,366.53,53038869
24/06/2020,365,368.79,358.52,360.06,48155849
25/06/2020,360.7,365,357.57,364.84,34380628
26/06/2020,364.41,365.32,353.02,353.63,51314211
29/06/2020,353.25,362.1736,351.28,361.78,32661519
30/06/2020,360.08,365.98,360,364.8,35055821
01/07/2020,365.12,367.36,363.91,364.11,27690454
02/07/2020,367.85,370.47,363.64,364.11,28814516
06/07/2020,370,375.78,369.87,373.85,29745936
07/07/2020,375.41,378.62,372.23,372.69,28206999
08/07/2020,376.72,381.5,376.36,381.37,29274479
09/07/2020,385.05,385.27,378.69,383.01,31420357
10/07/2020,381.34,383.92,378.82,383.68,22564330
13/07/2020,389.06,399.82,381.03,381.91,47913079
14/07/2020,379.36,389.02,375.51,388.23,42748119
15/07/2020,395.96,396.99,385.96,390.9,38306874
16/07/2020,386.25,389.62,383.62,386.09,27645927
17/07/2020,387.95,388.59,383.36,385.31,23046755
20/07/2020,385.67,394,384.25,393.43,22397208
21/07/2020,396.69,397,386.97,388,25627347
22/07/2020,386.77,391.9,386.41,389.09,22250413
23/07/2020,387.9935,388.31,368.039,371.38,49251108
24/07/2020,363.95,371.88,356.58,370.46,46359716
27/07/2020,374.84,379.62,373.92,379.24,30303548
28/07/2020,377.47,378.1986,372.99,373.01,25906375
29/07/2020,375,380.92,374.85,380.16,22582314
30/07/2020,376.75,385.19,375.07,384.76,39532505
31/07/2020,411.535,425.66,403.3,425.04,93573867
03/08/2020,432.8,446.5457,431.57,435.75,77037847
04/08/2020,436.53,443.16,433.55,438.66,43198092
05/08/2020,437.51,441.57,435.59,440.25,30497988
06/08/2020,441.62,457.65,439.19,455.61,50607225
07/08/2020,452.82,454.7,441.17,444.45,49511403
10/08/2020,450.4,455.1,440,450.91,53100856
11/08/2020,447.875,449.93,436.4267,437.5,46975594
12/08/2020,441.99,453.1,441.19,452.04,41486205
13/08/2020,457.72,464.17,455.71,460.04,52520516
14/08/2020,459.315,460,452.18,459.63,41391302
17/08/2020,464.25,464.35,455.8501,458.43,29431414
18/08/2020,457.41,464,456.03,462.25,26408385
19/08/2020,463.933,468.65,462.44,462.83,36384502
20/08/2020,463,473.568,462.9335,473.1,31726797
21/08/2020,477.05,499.472,477,497.48,84513660
24/08/2020,514.79,515.14,495.745,503.43,86484442
25/08/2020,498.79,500.7172,492.21,499.3,52873947
26/08/2020,504.7165,507.97,500.33,506.09,40755567
27/08/2020,508.57,509.94,495.33,500.04,38888096
28/08/2020,504.05,505.77,498.31,499.23,46907479
31/08/2020,127.58,131,126,129.04,223505733
01/09/2020,132.76,134.8,130.53,134.18,152470142
02/09/2020,137.59,137.98,127,131.4,200118991
03/09/2020,126.91,128.84,120.5,120.88,257599640
04/09/2020,120.07,123.7,110.89,120.96,332607163
08/09/2020,113.95,118.99,112.68,112.82,231366563
09/09/2020,117.26,119.14,115.26,117.32,176940455
10/09/2020,120.36,120.5,112.5,113.49,182274391
11/09/2020,114.57,115.23,110,112,180860325
14/09/2020,114.72,115.93,112.8,115.355,140150087
15/09/2020,118.33,118.829,113.61,115.54,184642039
16/09/2020,115.23,116,112.04,112.13,155026675
17/09/2020,109.72,112.2,108.71,110.34,178010968
18/09/2020,110.4,110.88,106.09,106.84,287104882
21/09/2020,104.54,110.19,103.1,110.08,195713815
22/09/2020,112.68,112.86,109.16,111.81,183055373
23/09/2020,111.62,112.11,106.77,107.12,150718671
24/09/2020,105.17,110.25,105,108.22,167743349
25/09/2020,108.43,112.44,107.67,112.28,149981441
28/09/2020,115.01,115.32,112.78,114.96,137672403
29/09/2020,114.55,115.31,113.57,114.09,100060526
30/09/2020,113.79,117.26,113.62,115.81,142675184
01/10/2020,117.64,117.72,115.83,116.79,116120440
02/10/2020,112.89,115.37,112.22,113.02,144711986
05/10/2020,113.91,116.65,113.55,116.5,106243839
06/10/2020,115.7,116.12,112.25,113.16,161498212
07/10/2020,114.62,115.55,114.13,115.08,96848985
08/10/2020,116.25,116.4,114.5901,114.97,83477153
09/10/2020,115.28,117,114.92,116.97,100506865
12/10/2020,120.06,125.18,119.2845,124.4,240226769
13/10/2020,125.27,125.39,119.65,121.1,262330451
14/10/2020,121,123.03,119.62,121.19,151062308
15/10/2020,118.72,121.2,118.15,120.71,112559219
16/10/2020,121.28,121.548,118.81,119.02,115393808
19/10/2020,119.96,120.419,115.66,115.98,120639337
20/10/2020,116.2,118.98,115.63,117.51,124423728
21/10/2020,116.67,118.705,116.45,116.87,89945980
22/10/2020,117.45,118.04,114.59,115.75,101987954
23/10/2020,116.39,116.55,114.28,115.04,82572645
26/10/2020,114.01,116.55,112.88,115.05,111850657
27/10/2020,115.49,117.28,114.5399,116.6,92276772
28/10/2020,115.05,115.43,111.1,111.2,143937823
29/10/2020,112.37,116.93,112.2,115.32,146129173
30/10/2020,111.06,111.99,107.72,108.86,190573476
02/11/2020,109.11,110.68,107.32,108.77,122866899
03/11/2020,109.66,111.49,108.73,110.44,107624448
04/11/2020,114.14,115.59,112.35,114.95,138235482
05/11/2020,117.95,119.62,116.8686,119.03,126387074
06/11/2020,118.32,119.2,116.13,118.69,114457922
09/11/2020,120.5,121.99,116.05,116.32,154515315
10/11/2020,115.55,117.59,114.13,115.97,138023390
11/11/2020,117.19,119.63,116.44,119.49,112294954
12/11/2020,119.62,120.53,118.57,119.21,103350674
13/11/2020,119.44,119.6717,117.87,119.26,81688586
16/11/2020,118.92,120.99,118.146,120.3,91183018
17/11/2020,119.55,120.6741,118.96,119.39,74270973
18/11/2020,118.61,119.82,118,118.03,76322111
19/11/2020,117.59,119.06,116.81,118.64,74112972
20/11/2020,118.64,118.77,117.29,117.34,73604287
23/11/2020,117.18,117.6202,113.75,113.85,127959318
24/11/2020,113.91,115.85,112.59,115.17,113226248
25/11/2020,115.55,116.75,115.17,116.03,76499234
27/11/2020,116.57,117.49,116.22,116.59,46691331
30/11/2020,116.97,120.97,116.81,119.05,169410176
01/12/2020,121.01,123.4693,120.01,122.72,125920963
02/12/2020,122.02,123.37,120.89,123.08,89004195
03/12/2020,123.52,123.78,122.21,122.94,78967630
04/12/2020,122.6,122.8608,121.52,122.25,78260421
07/12/2020,122.31,124.57,122.25,123.75,86711990
08/12/2020,124.37,124.98,123.09,124.38,82225512
09/12/2020,124.53,125.95,121,121.78,115089193
10/12/2020,120.5,123.87,120.15,123.24,81312170
11/12/2020,122.43,122.76,120.55,122.41,86939786
